FragmentLength	Frequency	NormalizedFrequency
84	0.002004516704672	0.09700843697603008
85	0.0017955778480865	0.08689685653687636
86	0.0015992520060454	0.07739568199938282
87	0.0014973063812477	0.07246203106241647
88	0.0014724512475075	0.07125916871193208
89	0.001502981294475	0.07273666806637452
90	0.0015874355232077	0.07682382419048171
91	0.0016512568222463	0.07991245121518264
92	0.0017472042331312	0.08455581903553919
93	0.0019098364838306	0.09242639472366956
94	0.002047296017181	0.0990787386261659
95	0.0020387096826606	0.09866320360506281
96	0.0018613901190747	0.09008183650113806
97	0.0016948543913534	0.08202235233258255
98	0.0016458104491587	0.0796488743943036
99	0.0016824476203497	0.08142192757174954
100	0.0017617813493649	0.08526127749250952
101	0.0018419137539905	0.08913927926008881
102	0.0019067266799772	0.09227589599725974
103	0.0019557637616798	0.09464904192253329
104	0.0019788517470219	0.09576638325760042
105	0.0019634696663934	0.09502196860855701
106	0.0019275306931905	0.09328270467086525
107	0.0018740661643894	0.09069529277224338
108	0.0018447582854866	0.08927694015047831
109	0.0018502662600752	0.08954349817142092
110	0.0018778838852612	0.09088005109015655
111	0.0019237905816344	0.09310170225001857
112	0.0019777303424335	0.09571211296587132
113	0.00206166846207	0.09977429202861765
114	0.0021573473132784	0.10440466292338543
115	0.0021491877585312	0.10400978187769429
116	0.0020405129915685	0.0987504746056649
117	0.00193122892716	0.09346168042902016
118	0.00190903966627	0.09238783279703225
119	0.0019685051245955	0.09526565923408552
120	0.0021004219521164	0.10164976429981658
121	0.0022855414663271	0.11060860943464948
122	0.0025175187126147	0.12183513103155777
123	0.0028823069372141	0.13948903005528243
124	0.0034322378301847	0.1661028947577169
125	0.0039316024663709	0.19026960922042022
126	0.0039850935795785	0.19285830766941928
127	0.0035522714279978	0.17191191180472803
128	0.0030439532780422	0.14731189270844974
129	0.0028234855075753	0.13664237133866713
130	0.0030629010993884	0.1482288711145722
131	0.0034299560019596	0.16599246585031552
132	0.0039382304162788	0.19059036836372
133	0.0045081577853834	0.21817196104281172
134	0.0051986372911549	0.2515876654182139
135	0.0060504032477782	0.2928088155981222
136	0.0068458638602043	0.33130507282940247
137	0.0071492754077482	0.3459886521276495
138	0.0069218964062246	0.33498466224442025
139	0.0066373845136559	0.3212157303443501
140	0.0068740063130284	0.3326670247426864
141	0.0076753629466219	0.3714486194802563
142	0.0087297616813393	0.4224761678993032
143	0.0098787943285772	0.4780835174829616
144	0.0107906030253425	0.5222104316105375
145	0.0111450530602035	0.5393640147100565
146	0.011057616661354	0.5351325366847383
147	0.010893154660267	0.5271734103625604
148	0.0108453590417628	0.524860344956526
149	0.0108770839577539	0.5263956699085802
150	0.0110101170444943	0.5328337962562948
151	0.0113372233021417	0.5486640792893539
152	0.0117898496931534	0.570568899849745
153	0.0122478019698619	0.5927314662526901
154	0.0126934621029539	0.6142991552786884
155	0.0132029981331667	0.6389581135995187
156	0.0136396404353768	0.6600893853700616
157	0.013889746388851	0.6721932444042031
158	0.0141709165071804	0.6858004513882745
159	0.0146767421546358	0.7102798460112623
160	0.0154051354548182	0.7455303856499773
161	0.0162499511613365	0.7864151789924957
162	0.0171796565949027	0.8314082043677257
163	0.0181802983723475	0.8798341888340014
164	0.0192337419264806	0.9308155113596462
165	0.0201566021612255	0.9754772638465551
166	0.0206633233887409	1.0
167	0.0206322499336362	0.998496202449136
168	0.0199721489723004	0.966550665474407
169	0.0188246480728288	0.9110174447100816
170	0.0174709455101533	0.8455051097769164
171	0.0161132081206195	0.7797975096977535
172	0.0149039253462836	0.7212743596901019
173	0.0140959121773989	0.6821706224217313
174	0.0136170940001221	0.658998252311234
175	0.0132716390707632	0.6422799866741037
176	0.0128755175499245	0.6231097151071135
177	0.0121926759156542	0.5900636449554763
178	0.0112090533037418	0.5424613017405238
179	0.0101317949808952	0.4903274652525568
180	0.009112653600915	0.4410061938962022
181	0.0082088186539051	0.39726516879554563
182	0.0074876250112974	0.36236305605018415
183	0.0069088407470191	0.33435283458727705
184	0.0064353147246868	0.31143657792208274
185	0.0060605629217977	0.2933004922673765
186	0.0057529168784928	0.27841198486142205
187	0.0054587274043948	0.26417470712233876
188	0.0051458926852332	0.2490350941338464
189	0.0048044684378521	0.23251189305152986
190	0.0044406110962611	0.21490304404182703
191	0.00408934890335	0.19790373631659938
192	0.0037691180021033	0.18240618564567543
193	0.0034924915304557	0.16901886810515196
194	0.0032518291871482	0.1573720318833159
195	0.0030476013446639	0.14748844062153557
196	0.0028731184515936	0.13904435397643317
197	0.0027220944392143	0.1317355581192483
198	0.0025814617853863	0.12492965128701879
199	0.0024392575071824	0.11804768580989787
200	0.002294983218444	0.11106554232677295
201	0.0021458958657859	0.10385047097289117
202	0.002001227670465	0.09684926440997557
203	0.0018703296260063	0.09051446327483852
204	0.0017518121969254	0.08477882110096255
205	0.0016439019460401	0.07955651252769119
206	0.0015486828907228	0.07494839342090785
207	0.0014618655083495	0.07074687265195907
208	0.0013809068432184	0.06682888406861177
209	0.0013028040008098	0.0630491028137166
210	0.0012267763143047	0.05936974857457585
211	0.0011503478607252	0.055670999242648705
212	0.0010770142036729	0.05212202235869507
213	0.0010078512969766	0.04877488862831045
214	0.0009431225549439	0.04564234596733804
215	0.0008836651005258	0.04276490687878864
216	0.0008313322670511	0.04023226329139673
217	0.0007827995744375	0.03788352723860647
218	0.0007386627420738	0.03574752851597362
219	0.0006966152153783	0.03371264158590646
220	0.0006595009541394	0.0319164996710428
221	0.0006262064147492	0.030305212911220725
222	0.0005946311432399	0.028777129992743785
223	0.0005620438062335	0.027200068239736704
224	0.0005309932194354	0.02569737739887134
225	0.0004991255194546	0.024155142426245196
226	0.000469940700627	0.0227427452876754
227	0.0004421557080215	0.021398092635109375
228	0.0004196675869488	0.020309781686786637
229	0.0003994760155735	0.019332612090423355
230	0.0003843097545892	0.018598642017024422
231	0.0003742245454934	0.018110569072219463
232	0.0003658857603926	0.017707014186883654
233	0.0003554452349819	0.01720174573542106
234	0.0003408849841244	0.01649710347707874
235	0.0003225255928942	0.015608602102696547
236	0.0003046853122255	0.01474522304536539
237	0.0002886373350921	0.013968582384447105
238	0.0002754095918789	0.01332842673453807
239	0.0002651011309392	0.012829549533336402
240	0.0002583132458115	0.012501050336958407
241	0.0002552796220047	0.012354238338243189
242	0.0002553955357341	0.012359847974564476
243	0.0002565272310605	0.012414616285794442
244	0.0002556302217313	0.012371205585960516
245	0.0002495885580357	0.01207881972034066
246	0.0002405990266833	0.011643772018512685
247	0.0002306783264686	0.011163660468784645
248	0.000221927625994	0.010740170969541359
249	0.0002139265771974	0.010352960807551655
250	0.0002085060738817	0.010090635952361442
251	0.0002059058044863	0.009964796108185318
252	0.0002062774144697	0.009982780145719305
253	0.0002087331847524	0.010101626966073387
254	0.0002118670003278	0.010253287737985207
255	0.000213355870019	0.010325341476059655
256	0.000210593664427	0.010191664741681823
257	0.0002065441160963	0.00999568715112122
258	0.0002013434343785	0.009744000545827428
259	0.0001961323189958	0.00949180900409608
260	0.0001913062487267	0.009258251692026442
261	0.0001887787291319	0.009135932569044648
262	0.0001897710707145	0.009183956866198158
263	0.0001941121899552	0.009394045009282896
264	0.0002004478543185	0.009700659015370231
265	0.0002045294182785	0.009898185999931872
266	0.0002062612637281	0.00998199853177966
267	0.0002055269052301	0.00994645930683581
268	0.0002043474723136	0.009889380738480119
269	0.0002038678095812	0.009866167496187189
270	0.0002040517565229	0.009875069594762495
271	0.0002064404940817	0.009990672371424335
272	0.0002138644039886	0.010349951939731589
273	0.0002266936669581	0.010970823167856027
274	0.0002382195793741	0.01152861884278992
275	0.0002441257483527	0.011814447451648558
276	0.0002437001119948	0.011793848811735102
277	0.0002400954951558	0.011619403647654472
278	0.000238319342362	0.011533446865176402
279	0.000238918063216	0.011562421916417494
280	0.0002426052918129	0.011740865070383187
281	0.0002508956246889	0.012142075113900062
282	0.0002644519568836	0.012798132803152827
283	0.0002823994327398	0.01366669956361786
284	0.000303001347293	0.01466372768758487
285	0.0003207440088776	0.015522382476594643
286	0.0003290270524808	0.015923239756295993
287	0.0003316656262899	0.016050933339726903
288	0.0003338292539548	0.01615564193980035
289	0.0003399275167095	0.01645076691267973
290	0.0003517155570908	0.01702124825101677
291	0.0003667235979783	0.017747561274587688
292	0.0003818285433154	0.01847856398179646
293	0.0003969577862282	0.019210742568375794
294	0.0004114430004545	0.019911753434526818
295	0.0004268732474539	0.020658499091510907
296	0.0004442132839143	0.021497668867552274
297	0.0004623301281668	0.022374432198971242
298	0.0004822098330099	0.023336509037682102
299	0.0005045706061999	0.02441865699468422
300	0.0005254256443225	0.025427935014983874
301	0.0005398676946199	0.0261268569660031
302	0.0005449969128793	0.02637508510253775
303	0.0005451987256857	0.02638485181830768
304	0.0005465869748275	0.026452036032370577
305	0.0005540937823462	0.026815327424441145
306	0.0005675506374068	0.027466570925180834
307	0.0005845698029392	0.02829021217650411
308	0.0006065701144452	0.029354915617093323
309	0.0006289703354642	0.030438972648848702
310	0.0006490761506895	0.03141199208270489
311	0.0006618736838834	0.032031327750696864
312	0.0006594727975368	0.03191513703435216
313	0.0006456956432558	0.0312483926766412
314	0.0006312610251581	0.030549830406374205
315	0.0006244163980445	0.030218585185804815
316	0.0006202254949932	0.030015766744044207
317	0.0006178228935235	0.029899493024444522
318	0.0006176958314946	0.029893343866997314
319	0.0006171479926229	0.02986683124550882
320	0.0006177785861794	0.029897348773819082
321	0.0006171578545802	0.02986730851419956
322	0.0006148957502696	0.02975783414417481
323	0.0006133337019971	0.02968223893409592
324	0.0006100921195264	0.029525362791293724
325	0.0006068165204496	0.029366840417366945
326	0.0006027298111206	0.02916906442305488
327	0.0005950270507991	0.02879628990965317
328	0.0005884569862925	0.02847833212604805
329	0.0005816406587084	0.028148456459106005
330	0.0005767605620648	0.027912284544656895
331	0.0005735362737511	0.027756245351297663
332	0.0005715584510779	0.02766052876999121
333	0.0005704497669851	0.027606874085701456
334	0.0005669637794869	0.027438169979754037
335	0.0005642573153923	0.027307190851000977
336	0.0005606302590274	0.027131659727731797
337	0.000555603948148	0.026888411786205664
338	0.0005493024433178	0.02658345092818446
339	0.0005425950260443	0.02625884596763127
340	0.0005385662021165	0.026063871333009078
341	0.0005292533700785	0.025613177518524502
342	0.0005259810583207	0.025454814234156457
343	0.000519893229231	0.025160194197719477
344	0.0005168213010105	0.025011528459749476
345	0.000514279488724	0.024888517643014883
346	0.0005090362147851	0.024634769790345793
347	0.0005042840377319	0.024404788534968965
348	0.0004983378492166	0.0241170231836054
349	0.0004917823632555	0.02379977092762648
350	0.0004842421108384	0.023434860972182985
351	0.0004781985890929	0.02314238518637628
352	0.0004713451005104	0.022810711115677937
353	0.0004652828553388	0.02251732921105638
354	0.0004612050074786	0.022319982066868433
355	0.0004551298988845	0.02202597763787081
356	0.0004496462218717	0.021760595496303596
357	0.0004437880763371	0.02147709097844893
358	0.0004370702253986	0.021151981081453344
359	0.0004298245453568	0.020801326934224155
360	0.0004223344602874	0.02043884482384489
361	0.000413737835029	0.020022811783240967
362	0.0004057723750346	0.019637323938689288
363	0.0003973971435702	0.01923200523429523
364	0.0003895973358723	0.018854534120323795
365	0.0003812519761334	0.01845066105586567
366	0.0003731217214041	0.01805719798236366
367	0.0003645732625166	0.017643495949700418
368	0.0003569105217319	0.017272658178808475
369	0.0003485621605277	0.016868639858660182
370	0.0003404041779766	0.016473834899282492
371	0.0003314105017436	0.016038586606265864
372	0.0003223324986298	0.01559925732011887
373	0.0003129353397109	0.015144482512499089
374	0.0003038912102763	0.01470679254053998
375	0.000294163747253	0.014236032690331163
376	0.0002847837395641	0.013782087915212802
377	0.0002755010651056	0.013332853574547254
378	0.0002670034882004	0.012921613971636612
379	0.0002581730345062	0.012494264821256882
380	0.0002499814641297	0.012097834381564714
381	0.0002418807952722	0.011705803114130072
382	0.000233832866447	0.011316324196639714
383	0.0002258208122778	0.010928581430460793
384	0.0002179778406511	0.0105490214013624
385	0.0002097422487842	0.010150460544913363
386	0.0002015848379408	0.00975568325328733
387	0.0001932489113784	0.009352266706704988
388	0.0001860256708625	0.009002698518664344
389	0.000178717531758	0.008649021669736833
390	0.0001717885777636	0.008313695456037083
391	0.0001654301880206	0.008005981656887784
392	0.0001595134424502	0.0077196411946548835
393	0.000153911993658	0.007448559496574692
394	0.0001484324615258	0.007183377946196126
395	0.0001423443465822	0.006888744075880894
396	0.0001365107844773	0.0066064292712798775
397	0.0001304715505393	0.00631416099359853
398	0.0001251047877444	0.006054436906919218
399	0.00012008519443	0.005811514061452109
400	0.0001150417323206	0.005567436087424558
401	0.0001103826006902	0.005341957758370351
402	0.0001062014166692	0.005139609668358933
403	0.0001026389632706	0.004967205000843487
404	9.941281690702324e-05	0.004811075887298537
405	9.588709572599752e-05	0.004640448872723194
406	9.243912678765371e-05	0.004473584672155024
407	8.888424851562225e-05	0.00430154660232699
408	8.568068460482645e-05	0.004146510364906374
409	8.23266186507511e-05	0.00398419059228437
410	7.90141444294339e-05	0.0038238836484787045
411	7.610086508644511e-05	0.003682895711147375
412	7.348501665709807e-05	0.0035563019207809922
413	7.15726545117225e-05	0.0034637532968545244
414	6.986996615313812e-05	0.003381351820259905
415	6.781482001798452e-05	0.0032818931757577618
416	6.575381387924643e-05	0.0031821509368175783
417	6.385245710645636e-05	0.0030901349170796262
418	6.21220409260332e-05	0.0030063915546074483
419	6.034074276326672e-05	0.0029201857623805754
420	5.8395936207801454e-05	0.002826066993638614
421	5.659791559578168e-05	0.0027390519197226975
422	5.535488020128757e-05	0.0026788953141704936
423	5.440841815893503e-05	0.002633091353958157
424	5.317338667177582e-05	0.0025733220969066917
425	5.210072016198183e-05	0.002521410480870209
426	5.101090242218447e-05	0.0024686688323321436
427	5.008387844050242e-05	0.0024238055756216005
428	4.9391397529116425e-05	0.0023902930133702003
429	4.8536980421115296e-05	0.002348943560916357
430	4.774116334895901e-05	0.002310430052842921
431	4.687416867228875e-05	0.0022684719098879174
432	4.643209571895193e-05	0.002247077822159624
433	4.635520103777016e-05	0.002243356509777528
434	4.6418231808032535e-05	0.0022464068792208444
435	4.671909296767496e-05	0.0022609670326861073
436	4.669636758792049e-05	0.00225986723962151
437	4.638993227852698e-05	0.0022450373255932334
438	4.59687266550276e-05	0.002224653110741866
439	4.513188955777992e-05	0.002184154441602145
440	4.413483138691744e-05	0.0021359018855101387
441	4.3356880179348e-05	0.002098252994625852
442	4.296797603902162e-05	0.0020794320076524646
443	4.309503806796325e-05	0.00208558116510169
444	4.351324222621204e-05	0.0021058201242652804
445	4.390386148953875e-05	0.0021247241144888257
446	4.446070475698144e-05	0.0021516725030402096
447	4.5004684601921605e-05	0.0021779983672154065
448	4.511931198911078e-05	0.002183545751100984
449	4.485789865847611e-05	0.0021708946723893617
450	4.388685318645208e-05	0.002123900998924756
451	4.344806755219924e-05	0.0021026660007592663
452	4.368175306099513e-05	0.00211397519359333
453	4.458933898200671e-05	0.00215789774680208
454	4.616153506564879e-05	0.0022339840594471573
455	4.746803001115537e-05	0.002297211785255217
456	4.859257899170955e-05	0.0023516342496089876
457	4.840834619609003e-05	0.002342718317154487
458	4.781562827255697e-05	0.0023140337772872928
459	4.688646038712449e-05	0.0022690667665140516
460	4.585810122150587e-05	0.0022192994011066575
461	4.527638867055829e-05	0.0021911474654279783
462	4.492621772465619e-05	0.002174200968520666
463	4.519263349737518e-05	0.00218709414004525
464	4.57594816489865e-05	0.002214526714222557
465	4.606234378546265e-05	0.0022291837048130044
466	4.6280736114172205e-05	0.0022397527853331572
467	4.642966596136812e-05	0.0022469602342219002
468	4.636820738718938e-05	0.0022439859510912283
469	4.5747761641817534e-05	0.0022139595253464757
470	4.470210831927885e-05	0.002163355210499986
471	4.455189212983268e-05	0.002156085509173624
472	4.4231164128769695e-05	0.0021405639013940283
473	4.476899811629199e-05	0.0021665923372561585
474	4.528382087022642e-05	0.0021915071461786643
475	4.541088289916804e-05	0.0021976563036278894
476	4.561984205137575e-05	0.0022077688662721718
477	4.564742694629783e-05	0.002209103835212217
478	4.57922119129096e-05	0.0022161106929130775
479	4.594442907918949e-05	0.0022234772313646234
480	4.595700664785863e-05	0.0022240859218657844
481	4.604362035937564e-05	0.0022282775859987767
482	4.67043714952554e-05	0.002260254588122249
483	4.706611952140977e-05	0.0022777613569681296
484	4.7499616859744905e-05	0.002298740428445632
485	4.784607170581295e-05	0.002315507084977602
486	4.823111681938856e-05	0.0023341413146381325
487	4.841520668809138e-05	0.00234305033015512
488	4.8897299178102725e-05	0.0023663811603871062
489	4.91451344516514e-05	0.002378375130034976
490	4.889758503193611e-05	0.0023663949942621327
491	4.886785623326361e-05	0.002364956271259389
492	4.865332293130481e-05	0.0023545739480520926
493	4.896890556336679e-05	0.0023698465460812138
494	4.917200471199e-05	0.0023796755142874546
495	4.9466577087297854e-05	0.0023939313225021376
496	4.951860248497474e-05	0.002396449087756938
497	4.9624082549495456e-05	0.002401553787641672
498	4.99077924791345e-05	0.0024152839086053514
499	5.020307948902583e-05	0.0024295743015076
500	5.0321565902965765e-05	0.0024353084427060335
501	4.6310750766678096e-05	0.0022412053422109267
502	4.6443244018454114e-05	0.0022476173432856524
503	4.66553475628291e-05	0.002257882078555225
504	4.697150190255786e-05	0.002273182344334399
505	4.706040244474199e-05	0.0022774846794676026
506	4.701466583139967e-05	0.002275271259463382
507	4.714787371775916e-05	0.002281717845225674
508	4.77821833740504e-05	0.0023124152139092063
509	4.806632208443953e-05	0.002326166085685426
510	4.793511517491376e-05	0.0023198163370483182
511	4.751948370116548e-05	0.0022997018827599657
512	4.7469316353405625e-05	0.002297274037692836
513	4.7515195893664633e-05	0.0022994943746345695
514	4.7461598299904105e-05	0.0022969005230671236
515	4.699194045164521e-05	0.0022741714663987852
516	4.700594728948129e-05	0.0022748493262750775
517	4.6726096386593e-05	0.0022613059626242537
518	4.713029370700571e-05	0.0022808670619115516
519	4.69460609113862e-05	0.0022719511294570513
520	4.6829861328113374e-05	0.002266327659258829
521	4.664305584799336e-05	0.0022572872219290907
522	4.651199186538428e-05	0.0022509443902294967
523	4.655658506339304e-05	0.0022531024747336117
524	4.6357059087687193e-05	0.0022434464299652
525	4.61315204131429e-05	0.002232531502569388
526	4.5876681720676186e-05	0.002220198602983372
527	4.583694803783505e-05	0.0022182756943547057
528	4.565285816913223e-05	0.002209366678837718
529	4.572060552764553e-05	0.0022126453072189695
530	4.5530798582274926e-05	0.002203459614201455
531	4.541445607208541e-05	0.0021978292270657188
532	4.5111879789442655e-05	0.0021831860703502982
533	4.499239288708586e-05	0.0021774035105892723
534	4.486390158897729e-05	0.0021711851837649156
535	4.4387097394883656e-05	0.0021481102802209176
536	4.414540797875286e-05	0.002136413738886115
537	4.392887369996033e-05	0.0021259345785536337
538	4.35739861658073e-05	0.0021087598227083853
539	4.3455070971117285e-05	0.0021030049306974127
540	4.307359903045903e-05	0.0020845436244747114
541	4.276058908289757e-05	0.002069395531320828
542	4.2347101512899696e-05	0.0020493848310951723
543	4.223976339846194e-05	0.002044190211022767
544	4.195619639573959e-05	0.0020304670069966006
545	4.1414217527633154e-05	0.002004237979946588
546	4.113479540549495e-05	0.001990715367108304
547	4.066828194940333e-05	0.0019681384830652553
548	4.043945595577506e-05	0.00195706446610664
549	3.995021711992898e-05	0.0019333877889989943
550	3.95534519991844e-05	0.0019141863704623821
551	3.919427665753052e-05	0.0018968041064917382
552	3.87306217397728e-05	0.0018743655611989534
553	3.8398173731540846e-05	0.001858276764543276
554	3.772884698065941e-05	0.0018258847461690131
555	3.711926368095636e-05	0.001796384007675262
556	3.6688910734788506e-05	0.00177555710882305
557	3.627813877620784e-05	0.0017556778304101454
558	3.5835922895954325e-05	0.0017342768257443389
559	3.5337250883606395e-05	0.0017101436307608228
560	3.4660634859973515e-05	0.0016773988485733866
561	3.4122086237867755e-05	0.001651335828023691
562	3.370030890670159e-05	0.0016309239454222705
563	3.319935006368654e-05	0.0016066800794385433
564	3.283331423003132e-05	0.0015889658024672664
565	3.225088704450028e-05	0.001560779282101022
566	3.1635443741212745e-05	0.0015309949491692303
567	3.120652006421184e-05	0.0015102372196921503
568	3.065553680035364e-05	0.0014835724255788075
569	3.031208341953619e-05	0.0014669510247346143
570	2.947267363778801e-05	0.001426327850719656
571	2.902516946161679e-05	0.0014046709193658614
572	2.856866088969381e-05	0.0013825782209487363
573	2.816860844986524e-05	0.0013632177128493205
574	2.7549877827493733e-05	0.0013332742903547257
575	2.6885410591779907e-05	0.0013011174478559106
576	2.648978888636888e-05	0.0012819713648194037
577	2.6051146179032737e-05	0.001260743283591427
578	2.5475150704752957e-05	0.001232868025413276
579	2.4971190396487315e-05	0.0012084789037417718
580	2.447694911855692e-05	0.0011845601338211645
581	2.3914245847529748e-05	0.00115732815083174
582	2.3553212455958845e-05	0.0011398559666734246
583	2.306740386611344e-05	0.0011163452960660956
584	2.2657775322866327e-05	0.0010965213531532961
585	2.2169108194687022e-05	0.0010728723437957032
586	2.1553807818316192e-05	0.0010430949278014252
587	2.104127189504887e-05	0.0010182907898791298
588	2.0769853680245567e-05	0.0010051555255415842
589	2.030605583557115e-05	0.000982710063311286
590	1.996103025867006e-05	0.0009660125761544481
591	1.950237778299665e-05	0.0009438161236746248
592	1.9137199510841604e-05	0.0009261433483284273
593	1.884319884320053e-05	0.0009119152078637976
594	1.8484023501546664e-05	0.0008945329438931541
595	1.8117701814058057e-05	0.0008768048330468509
596	1.78395660341701e-05	0.0008633444726461853
597	1.7460666778012356e-05	0.0008450076712987215
598	1.71689529410384e-05	0.000830890201834303
599	1.681578052988571e-05	0.0008137984492392132
600	1.6467324706983947e-05	0.0007969349555820588
601	1.6118154249498706e-05	0.0007800368772373382
602	1.59689385484694e-05	0.0007728155944735689
603	1.5742399385508246e-05	0.0007618522485151645
604	1.5447827010200396e-05	0.0007475964403004823
605	1.5260592749330294e-05	0.0007385352521582049
606	1.494958377860255e-05	0.0007234839961295058
607	1.477364074415133e-05	0.0007149692460507703
608	1.4645292372959455e-05	0.0007087578361639266
609	1.4491931791346009e-05	0.0007013359622122751
610	1.4168345251949126e-05	0.0006856760156824153
611	1.3928085104985275e-05	0.0006740486437227448
612	1.3815458694629824e-05	0.000668598096962352
613	1.370368984577454e-05	0.0006631890518270382
614	1.3590634654669003e-05	0.0006577177542541057
615	1.3310783751780713e-05	0.0006441743906032819
616	1.3210734910094398e-05	0.0006393325343440497
617	1.2976906474381813e-05	0.0006280164245724728
618	1.2962613782712336e-05	0.0006273247308211537
619	1.289057861669819e-05	0.0006238385943145065
620	1.2521255463958994e-05	0.0006059652277804264
621	1.2496814961204197e-05	0.0006047824314656712
622	1.2398481242518216e-05	0.0006000235784565972
623	1.2316584119252132e-05	0.0005960601732615399
624	1.2320871926752974e-05	0.0005962676813869356
625	1.2027585893695378e-05	0.000582074125609872
626	1.2031016139696053e-05	0.0005822401321101886
627	1.1872653115998284e-05	0.0005745761653455753
628	1.2131350835215755e-05	0.0005870958222444472
629	1.2051454688783398e-05	0.0005832292541745745
630	1.1911672164255948e-05	0.0005764644892866759
631	1.188966141908496e-05	0.0005753992809096448
632	1.1803476488318032e-05	0.0005712283675891918
633	1.1834348702324096e-05	0.0005727224260920407
634	1.1803476488318032e-05	0.0005712283675891918
635	1.1616956862031402e-05	0.0005622017641344803
636	1.147531628758692e-05	0.0005553470790589101
637	1.1444301146664162e-05	0.0005538461036185481
638	1.1446587977331278e-05	0.0005539567746187591
639	1.135697280056368e-05	0.0005496198547979898
640	1.1256209324293893e-05	0.0005447434138511917
641	1.1265356646962354e-05	0.0005451860978520356
642	1.1152587309690208e-05	0.0005397286341541296
643	1.116802341669324e-05	0.0005404756634055541
644	1.1055968714004566e-05	0.0005350527843952139
645	1.0918044239394149e-05	0.0005283779396949868
646	1.0903179840057894e-05	0.0005276585781936149
647	1.0796699287120317e-05	0.0005225054597462893
648	1.0904466182308149e-05	0.0005277208306312338
649	1.0776117811116272e-05	0.0005215094207443899
650	1.06993660568512e-05	0.0005177950252998075
651	1.0702224595185096e-05	0.0005179333640500714
652	1.0576305981577034e-05	0.000511839542100952
653	1.0672495796512592e-05	0.0005164946410473281
654	1.0674639700263011e-05	0.0005165983951100259
655	1.0638193336505854e-05	0.0005148345760441627
656	1.0611894783834024e-05	0.000513561859541736
657	1.0552151332655623e-05	0.0005106705796612231
658	1.0515276188148384e-05	0.0005088860097828204
659	1.0625329914003328e-05	0.0005142120516679758
660	1.0488977635476553e-05	0.0005076132932803936
661	1.0446671268134908e-05	0.0005055658797764896
662	1.031846582385973e-05	0.0004993613868271592
663	1.0413369296545037e-05	0.0005039542333359167
664	1.0464394205805057e-05	0.0005064235800281251
665	1.0342477545864449e-05	0.000500523432329375
666	1.031417801635889e-05	0.0004991538787017636
667	1.0471254697806404e-05	0.0005067555930287582
668	1.0490835685393582e-05	0.000507703213468065
669	1.0647483586091012e-05	0.00051528417698252
670	1.0565157682074844e-05	0.0005113000209749232
671	1.048326055880876e-05	0.000507336615779866
672	1.0501412277228991e-05	0.000508215066844041
673	1.059974599591497e-05	0.0005129739198531149
674	1.056587231665832e-05	0.0005113346056624892
675	1.0538001567902846e-05	0.0005099858028474174
676	1.0591456234746675e-05	0.0005125727374773499
677	1.0755393408195538e-05	0.0005205064648049777
678	1.0685787999765202e-05	0.0005171379162360547
679	1.0932479857980314e-05	0.0005290765503838187
